"grp","common","est","year","metacomm","longitude","latitude"
"18","gizzard shad",2.87444770997781,2006,"VA",412.602632782714,4148.3656079302
"19","gizzard shad",1.96534662823001,2006,"VA",387.602632782714,4157.02586196804
"20","gizzard shad",0.874633411937205,2006,"VA",397.602632782714,4157.02586196804
"21","gizzard shad",0.976645350647884,2006,"VA",407.602632782714,4157.02586196804
"22","gizzard shad",1.83509487369455,2006,"VA",392.602632782714,4165.68611600589
"23","gizzard shad",0.911308917822962,2006,"VA",402.602632782714,4165.68611600589
"24","gizzard shad",1.71216130705158,2006,"VA",412.602632782714,4165.68611600589
"25","gizzard shad",3.35388624830864,2006,"VA",387.602632782714,4174.34637004373
"26","gizzard shad",1.57528326792325,2006,"VA",397.602632782714,4174.34637004373
"27","gizzard shad",2.24001505689682,2006,"VA",407.602632782714,4174.34637004373
"28","gizzard shad",4.680437544847,2006,"VA",392.602632782714,4183.00662408158
"29","gizzard shad",1.11278632953294,2006,"VA",402.602632782714,4183.00662408158
"30","gizzard shad",1.85812123928582,2006,"VA",397.602632782714,4191.66687811942
"31","gizzard shad",2.79027878415742,2006,"VA",407.602632782714,4191.66687811942
"4","gizzard shad",1.78424335135873,2007,"VA",397.602632782714,4105.06433774098
"5","gizzard shad",8.33268736410368,2007,"VA",407.602632782714,4105.06433774098
"6","gizzard shad",1.67923183251055,2007,"VA",392.602632782714,4113.72459177882
"7","gizzard shad",1.52938058789172,2007,"VA",402.602632782714,4113.72459177882
"8","gizzard shad",142.056503837225,2007,"VA",377.602632782714,4122.38484581667
"9","gizzard shad",2.61131229119054,2007,"VA",387.602632782714,4122.38484581667
"10","gizzard shad",1.04980684192422,2007,"VA",397.602632782714,4122.38484581667
"11","gizzard shad",2.90178435068103,2007,"VA",407.602632782714,4122.38484581667
"12","gizzard shad",1.26440731062921,2007,"VA",392.602632782714,4131.04509985451
"13","gizzard shad",0.946778631507408,2007,"VA",402.602632782714,4131.04509985451
"14","gizzard shad",0.936680003042379,2007,"VA",397.602632782714,4139.70535389236
"15","gizzard shad",2.16305338135735,2007,"VA",407.602632782714,4139.70535389236
"16","gizzard shad",1.26641241233905,2007,"VA",392.602632782714,4148.3656079302
"17","gizzard shad",1.25164052208434,2007,"VA",402.602632782714,4148.3656079302
"18","gizzard shad",5.56931231849812,2007,"VA",412.602632782714,4148.3656079302
"19","gizzard shad",2.61473876767456,2007,"VA",387.602632782714,4157.02586196804
"20","gizzard shad",1.36508890369986,2007,"VA",397.602632782714,4157.02586196804
"21","gizzard shad",1.54336036226253,2007,"VA",407.602632782714,4157.02586196804
"22","gizzard shad",2.5494496481167,2007,"VA",392.602632782714,4165.68611600589
"23","gizzard shad",1.30453210823928,2007,"VA",402.602632782714,4165.68611600589
"24","gizzard shad",2.74672941217803,2007,"VA",412.602632782714,4165.68611600589
"25","gizzard shad",4.65568698746643,2007,"VA",387.602632782714,4174.34637004373
"26","gizzard shad",2.26551992628915,2007,"VA",397.602632782714,4174.34637004373
"27","gizzard shad",3.16900948201426,2007,"VA",407.602632782714,4174.34637004373
"28","gizzard shad",6.23341900810459,2007,"VA",392.602632782714,4183.00662408158
"29","gizzard shad",1.75029714081776,2007,"VA",402.602632782714,4183.00662408158
"30","gizzard shad",2.56034763829721,2007,"VA",397.602632782714,4191.66687811942
"31","gizzard shad",3.97060013590587,2007,"VA",407.602632782714,4191.66687811942
"4","gizzard shad",1.81070912748548,2008,"VA",397.602632782714,4105.06433774098
"5","gizzard shad",8.58920948995534,2008,"VA",407.602632782714,4105.06433774098
"6","gizzard shad",2.05022514921896,2008,"VA",392.602632782714,4113.72459177882
"7","gizzard shad",1.49560115244938,2008,"VA",402.602632782714,4113.72459177882
"8","gizzard shad",79.8489409641968,2008,"VA",377.602632782714,4122.38484581667
"9","gizzard shad",3.0479076499341,2008,"VA",387.602632782714,4122.38484581667
"10","gizzard shad",0.947591707757259,2008,"VA",397.602632782714,4122.38484581667
